account_id,customer_name,age,city,latitude,longitude,account_age_days,avg_monthly_balance,account_type,kyc_status,is_mule,mule_ring_id,primary_device_id,phone_number,email,pan_number,created_date
IB1965067727,Alisha Khurana,42,Bangalore,12.874206852001413,77.6007843044849,2775,120457,SAVINGS,FULL_KYC,0,-1,DEV_8892CE89,0054243051,evakhurana@example.org,SGJGO5159H,2018-05-20
IB1252860896,Manjari Bera,25,Mumbai,19.151084002601227,72.94192708005076,655,274565,SAVINGS,FULL_KYC,0,-1,DEV_658FB19F,08344982859,piyabora@example.com,WAORG8018F,2022-02-27
IB8168204967,Yashvi Master,34,Hyderabad,17.38784678627895,78.5346705131762,2703,307100,CURRENT,FULL_KYC,0,-1,DEV_A101629A,04867519771,tiya84@example.org,JZMCY6245E,2018-05-27
IB8664882079,Darshit Borra,47,Bangalore,12.908081982872377,77.50938616284577,2130,190753,CURRENT,FULL_KYC,0,-1,DEV_2178779E,7134958821,zsoni@example.org,VBWMM4910W,2017-03-02
IB4131356954,Hunar Sethi,64,Pune,18.550691097653157,73.87923595025899,613,216089,SAVINGS,FULL_KYC,0,-1,DEV_048E353F,00348304698,akapur@example.net,OXDBI9519Q,2019-09-26
IB4700855390,Pihu Kashyap,36,Vizag,17.62831801442833,83.22725715078207,939,226187,SAVINGS,FULL_KYC,0,-1,DEV_36DA5B3B,+911183699376,shuklaoorja@example.net,DEVNZ1037A,2018-01-15
IB2986972437,Shayak Loyal,25,Hyderabad,17.36862614901069,78.56226982095237,2619,56332,SAVINGS,FULL_KYC,0,-1,DEV_5F83CDA6,+918800933575,varkeymahika@example.net,VAFVQ3367M,2024-03-15
IB4590711152,Raghav Shukla,26,Kochi,10.015273396601625,76.32973914688287,1046,218078,CURRENT,FULL_KYC,0,-1,DEV_14431ADB,05496209708,jayeshsrinivasan@example.net,VTHNE9579X,2019-12-14
IB1251837136,Taimur Kashyap,45,Ahmedabad,22.920431075670283,72.54808435151756,3576,416633,CURRENT,FULL_KYC,0,-1,DEV_2FE37195,6207314028,sanachanda@example.org,SWBYL6349M,2018-05-21
IB8380507338,Bhamini Batra,30,Hyderabad,17.317979573453528,78.43354017968284,604,308657,SAVINGS,FULL_KYC,0,-1,DEV_AB35B8BD,03757061233,hridaangoda@example.com,OCNXJ2426I,2023-10-16
IB2346922426,Mehul Sen,24,Coimbatore,11.016835518891794,76.96057007658389,2540,87540,SAVINGS,FULL_KYC,0,-1,DEV_E1A542F3,6337880120,tejasdate@example.com,XTEDF0362N,2022-01-14
IB1798112150,Eshani Seth,59,Jaipur,26.823592172675152,75.85236384039403,2018,67855,SAVINGS,FULL_KYC,0,-1,DEV_6593F176,4217267142,nirvi85@example.net,CUZJB8903K,2020-02-01
IB3553440342,Purab Sood,60,Lucknow,26.766396681098975,80.9814746328945,2680,279088,SAVINGS,FULL_KYC,0,-1,DEV_61F599BF,09852132283,saxenakismat@example.net,CKZAW2776W,2024-02-25
IB2119980130,Chirag Sampath,63,Chandigarh,30.773238360157883,76.71773719052317,1986,73617,SAVINGS,FULL_KYC,0,-1,DEV_04605560,09558642677,dishani37@example.com,YMIYO0472L,2021-12-02
IB1311570307,Adah D’Alia,50,Ahmedabad,23.04423185109862,72.58259872912778,774,43409,SAVINGS,FULL_KYC,0,-1,DEV_FC6C8F04,+918195875019,xbala@example.net,VMLHB4005T,2019-08-13
IB2139027119,Badal Sarin,43,Jaipur,26.98617283473729,75.85585404849691,1878,154415,SAVINGS,FULL_KYC,0,-1,DEV_BA0BC735,04437204445,iyerkiara@example.org,GGKWH4159W,2016-10-20
IB8316648259,Vedika Koshy,60,Ahmedabad,23.116770662050296,72.63141998865302,2531,9101,SAVINGS,FULL_KYC,0,-1,DEV_D96E8028,09194558384,swamykhushi@example.com,HLFHJ6361Q,2024-10-30
IB3849232839,Tiya Manne,29,Chandigarh,30.682893184297427,76.84794254140114,3405,295048,SAVINGS,FULL_KYC,0,-1,DEV_D451D1BC,4185834017,sahotadhruv@example.org,TCLAP5163T,2018-01-14
IB2472659626,Vidur Saraf,64,Hyderabad,17.406847591777016,78.44279678032608,2366,136659,SAVINGS,FULL_KYC,0,-1,DEV_78EC0AE4,02199750382,srinivaschirag@example.org,UZGPO4406X,2016-05-31
IB8019198243,Anahi Balakrishnan,38,Mumbai,18.978817352359812,72.83671130772102,900,339030,SAVINGS,FULL_KYC,0,-1,DEV_A8147C91,04044220911,rhea17@example.net,NEEXQ0020C,2016-09-10
IB8478529823,Khushi Chaudhari,56,Delhi,28.741133489352,77.11218137295495,823,44449,SAVINGS,FULL_KYC,0,-1,DEV_A882AD1D,03165657643,yasmin09@example.net,RMZAL3926M,2021-10-30
IB3373077218,Prisha Jani,48,Jaipur,26.83548910385643,75.74165166998603,3625,456256,SAVINGS,FULL_KYC,0,-1,DEV_F19A2214,07803563982,wabledharmajan@example.com,JCBPS4341B,2024-06-09
IB2536778950,Dhanuk Wali,64,Chandigarh,30.679905947844585,76.69055872433435,3560,298540,CURRENT,FULL_KYC,0,-1,DEV_465089FB,04233639641,devanshbhandari@example.net,DOIPH1133C,2019-09-24
IB4218981849,Ira Cherian,36,Lucknow,26.922921139243993,81.0452412065862,1090,467115,CURRENT,FULL_KYC,0,-1,DEV_DCFF6A4D,2365843816,anahisheth@example.org,VVVOW0402P,2016-03-31
IB9265609985,Miraan Gulati,47,Chennai,13.140447027787427,80.34281280567505,1381,144883,SAVINGS,FULL_KYC,0,-1,DEV_70451810,5304966167,gdatta@example.com,UPVDZ0486W,2022-06-30
IB4011966884,Gokul Tailor,45,Vizag,17.76443335658122,83.29171865026755,1276,109633,CURRENT,FULL_KYC,0,-1,DEV_AB430B47,5846250824,jdeshmukh@example.com,DSUIA5366L,2023-04-06
IB1977515194,Aayush Dutta,22,Kolkata,22.602006636549724,88.33969319571295,1506,458169,SAVINGS,FULL_KYC,0,-1,DEV_007509ED,+914269544351,mdua@example.net,XVOHF0910V,2017-06-07
IB6493800024,Kavya Dugal,62,Vizag,17.691881135105607,83.25590362367205,2561,178617,SAVINGS,FULL_KYC,0,-1,DEV_5FC933F2,8732292042,tkorpal@example.org,EZDQY8226O,2023-10-06
IB2121910732,Rania Kala,58,Mumbai,19.162506863152313,72.8230932725046,809,317775,CURRENT,FULL_KYC,0,-1,DEV_1D5C3ACB,08575756803,tejasgarg@example.com,NCROK3838E,2017-11-23
IB6642201119,Nayantara Varughese,59,Kolkata,22.666847169863317,88.28312915680587,2726,104656,SAVINGS,FULL_KYC,0,-1,DEV_1C98D076,0653451027,bhavin34@example.com,CYCOV8258R,2022-05-24
IB8339176912,Badal Bahl,21,Chennai,13.083984069713317,80.33130217394002,3178,382188,SAVINGS,FULL_KYC,0,-1,DEV_305A7785,0511071997,jivika93@example.org,YHTBQ2745P,2023-08-04
IB2852408227,Sumer Grover,63,Kolkata,22.654154171243608,88.38463108198928,3082,449604,SAVINGS,FULL_KYC,0,-1,DEV_0FB58CBC,0789149669,dwadhwa@example.com,WGVAU6790O,2025-01-14
IB9160639027,Mamooty Walia,53,Coimbatore,10.96185693244173,76.94167858172383,2013,370538,SAVINGS,FULL_KYC,0,-1,DEV_B91E74C5,6363688749,bhargavatiya@example.com,IFROV2027M,2019-10-14
IB1546696950,Vidur Ratti,47,Jaipur,26.942985886842553,75.75582905542451,3429,478330,SAVINGS,FULL_KYC,0,-1,DEV_5DEDA9D6,+915564151136,dkulkarni@example.net,EAEPF0117U,2022-06-05
IB7739255769,Ivana Tandon,46,Lucknow,26.85958744262714,80.85008118793947,1540,115196,CURRENT,FULL_KYC,0,-1,DEV_77E4E9BC,03607908721,athaman@example.com,UMQHQ9866Z,2020-04-30
IB8106906538,Sahil Kant,50,Vizag,17.678357203367593,83.25512544663802,2458,253085,SAVINGS,FULL_KYC,0,-1,DEV_020B041E,+911756542726,isrinivas@example.com,MNOWN5390R,2018-01-31
IB5659161352,Rati Kala,53,Kochi,9.962770767260999,76.28385216107247,747,434089,SAVINGS,FULL_KYC,0,-1,DEV_E6350448,02507347476,rramanathan@example.com,LEEWD9331C,2021-07-04
IB2333241445,Kavya Hora,33,Kochi,9.859470792449155,76.16924274361855,2311,325483,SAVINGS,FULL_KYC,0,-1,DEV_B1E039E0,+918029926336,xthakkar@example.com,ZAMZP0927R,2018-04-28
IB8285786023,Kashvi Bakshi,52,Ahmedabad,22.999930572575305,72.49951426901825,3181,7907,SAVINGS,FULL_KYC,0,-1,DEV_7A3FE6C5,+917166201062,dararhea@example.com,ZETZX5123Z,2017-08-08
IB2825989011,Uthkarsh Devi,32,Vizag,17.75082197123463,83.25918235528165,2267,31328,SAVINGS,FULL_KYC,0,-1,DEV_C644D669,+915374651483,clata@example.net,BJCZG7226Y,2022-11-12
IB4643576871,Advik Chakraborty,50,Chandigarh,30.656667821111405,76.76292864749965,2540,298037,SAVINGS,FULL_KYC,0,-1,DEV_1BBDFD4C,+916621476308,sumerbhatt@example.com,AEGJU1744P,2018-02-12
IB9123612497,Eshani Walia,60,Vizag,17.753001301466337,83.29840405926821,2112,440457,CURRENT,FULL_KYC,0,-1,DEV_AE780D31,5629974798,chanashanaya@example.com,XNYXL5231C,2019-09-23
IB8995059760,Lakshay Bahl,49,Chandigarh,30.681838309693003,76.71944794750193,2976,150391,CURRENT,FULL_KYC,0,-1,DEV_4D36689F,3430528483,usingh@example.com,OKKWA3364O,2023-01-27
IB6322520473,Fateh Johal,49,Kochi,9.845496670772947,76.21714563017264,1477,181080,SAVINGS,FULL_KYC,0,-1,DEV_3637DF32,+910721967181,ubava@example.com,BQTTC2895K,2024-02-06
IB3319936135,Himmat Kala,29,Chandigarh,30.66016613160262,76.74660705848626,990,375367,SAVINGS,FULL_KYC,0,-1,DEV_90E75500,+914400218125,ayesha06@example.org,MLQLN9687Y,2021-04-02
IB7076811348,Abram Dara,42,Mumbai,19.078522228100784,72.85315484682063,1212,441674,CURRENT,FULL_KYC,0,-1,DEV_AF09EABD,+916537337974,cdhawan@example.org,EHUAC5793B,2018-10-22
IB3987248494,Zoya Raj,69,Pune,18.535138069362016,73.84539594651146,1805,161559,CURRENT,FULL_KYC,0,-1,DEV_82785F20,4650922932,nehmat83@example.com,IUGDN4822Y,2023-06-13
IB8884394611,Badal Shere,55,Bhopal,23.309503133795612,77.41922646194676,2835,475711,SAVINGS,FULL_KYC,0,-1,DEV_1D7BCE81,09843024409,madhav89@example.net,WERBA5919T,2020-03-02
IB6237376063,Navya Seshadri,48,Ahmedabad,23.0171283987597,72.54777144064921,3104,361065,CURRENT,FULL_KYC,0,-1,DEV_74150F08,00468727848,sanadalia@example.com,XBOBY4646C,2018-02-26
IB1116402431,Faiyaz Ratta,62,Coimbatore,10.985722553932218,77.03337027111903,1109,31363,SAVINGS,FULL_KYC,0,-1,DEV_6BF127E4,+915740850965,shalvmadan@example.org,DLGTA8155Q,2016-09-07
IB2405969000,Pranay Goda,50,Pune,18.485369160976262,73.9022459415788,1917,150886,CURRENT,FULL_KYC,0,-1,DEV_2609B841,+911075076040,elakshi03@example.com,WCEWV8657J,2020-08-20
IB4585915088,Samar Randhawa,51,Hyderabad,17.28387665741,78.49788380958451,1798,122556,SAVINGS,FULL_KYC,0,-1,DEV_E0C0EA99,4667321296,romil84@example.net,BYYNU4521O,2019-03-05
IB2062073697,Aaina Master,22,Vizag,17.714267131317232,83.16770898837778,2304,355989,SAVINGS,FULL_KYC,0,-1,DEV_71F67F21,4930415153,tararege@example.com,EKODA8699K,2020-05-05
IB5070585433,Abram Sama,50,Lucknow,26.88989299424923,81.00337961967125,1052,322662,SAVINGS,FULL_KYC,0,-1,DEV_FF025C24,6381463149,ranbir79@example.net,BAPCV3630B,2018-11-16
IB4518871744,Samaira Sidhu,40,Vizag,17.611619749931524,83.1251356850995,1642,306883,CURRENT,FULL_KYC,0,-1,DEV_8464846B,6060539006,kaulnavya@example.org,ZUCMK7449I,2023-05-13
IB1851819913,Nakul Mane,58,Pune,18.558122883186595,73.87544847912021,782,370529,SAVINGS,FULL_KYC,0,-1,DEV_899192CD,06327087271,sanitiya@example.net,PRIST4244X,2018-09-08
IB4459716271,Riaan Ranganathan,57,Bhopal,23.316527069272205,77.37944075306169,2119,351827,SAVINGS,FULL_KYC,0,-1,DEV_908AD5A8,+910982701459,ahana-00@example.org,VGIVA3209M,2020-05-28
IB2465576748,Divij Dayal,47,Mumbai,19.134466183618013,72.7911077741288,1848,338229,CURRENT,FULL_KYC,0,-1,DEV_76FEB50C,2844892674,pihubatta@example.net,AEMXU0001O,2017-07-19
IB5952059278,Aarna Kumer,32,Coimbatore,11.046759060802678,77.05309474624761,1471,327915,CURRENT,FULL_KYC,0,-1,DEV_F5560B8B,6675793690,rajuazad@example.net,FRBIN7542V,2022-07-14
IB6447717367,Charvi Tata,36,Ahmedabad,23.08614620377812,72.48733257961113,2211,132854,CURRENT,FULL_KYC,0,-1,DEV_25C17C4D,1652021448,aniruddh50@example.org,ZFDLD1721X,2019-09-14
IB6922713963,Divij Sarraf,22,Lucknow,26.848861300723186,80.91500283357776,2362,116211,SAVINGS,FULL_KYC,0,-1,DEV_62A3B661,06017644261,neysa28@example.net,HNVBD1340H,2022-05-20
IB6404582459,Madhup Dyal,38,Vizag,17.766063995951647,83.26023675006644,1496,296394,SAVINGS,FULL_KYC,0,-1,DEV_730A3584,+912547947315,sarmaoorja@example.org,HQSEX4740B,2016-11-18
IB5071897791,Rania Bhatia,26,Jaipur,26.858271210074538,75.7612856249341,2639,402496,SAVINGS,FULL_KYC,0,-1,DEV_3A73E5A8,4221642565,purab90@example.net,AEOEB4243S,2024-03-06
IB8352307139,Neelofar Rana,49,Coimbatore,11.058586573626464,76.87861067011093,1272,217022,SAVINGS,FULL_KYC,0,-1,DEV_9F7AB610,+917280918162,khalsaadvika@example.net,ADEID9724G,2022-12-14
IB6879898071,Adah Dani,56,Hyderabad,17.386184386229154,78.47510076254103,3420,293562,SAVINGS,FULL_KYC,0,-1,DEV_C935D6ED,+912905975587,tushar22@example.org,WHYDA2990R,2020-11-28
IB8313706299,Dharmajan Lad,38,Kolkata,22.531324598269766,88.3061076082597,3319,105969,SAVINGS,FULL_KYC,0,-1,DEV_1728BD38,04741686651,egoel@example.org,UFWBH0519P,2022-07-05
IB3964229896,Abram Madan,33,Mumbai,19.01327692797572,72.86683971744255,3332,314113,SAVINGS,FULL_KYC,0,-1,DEV_8BB5D7C4,6618342718,baralzain@example.org,WSENI0002A,2024-04-02
IB4576111591,Diya Sami,39,Mumbai,19.01549663269651,72.80588830873708,422,376205,SAVINGS,FULL_KYC,0,-1,DEV_2B36FAA6,2728510157,nakulbajwa@example.org,RICKQ0189U,2024-05-21
IB9824122054,Nakul Anand,39,Hyderabad,17.419483478582038,78.41525589859168,3448,262361,SAVINGS,FULL_KYC,0,-1,DEV_546EA5DB,07270229489,akarshvarma@example.com,WEMTG5437L,2018-01-30
IB9642614082,Manjari Bhatia,39,Bhopal,23.253879388986103,77.3980937596272,1120,31936,SAVINGS,FULL_KYC,0,-1,DEV_276314A6,+913708685961,lavanyajani@example.com,YLANR7256F,2019-08-03
IB3051831252,Devansh Chhabra,25,Bhopal,23.24014148845039,77.32481643405113,2943,364898,SAVINGS,FULL_KYC,0,-1,DEV_910F0A28,+916867149304,akarshsidhu@example.org,LXOIW3519I,2022-05-26
IB2304963614,Divij Balan,36,Delhi,28.623690312442292,77.15288868906524,2848,317542,SAVINGS,FULL_KYC,0,-1,DEV_A3384B6A,5016259956,ranbir52@example.org,GRLXU8136L,2023-12-18
IB7539399243,Manjari Balan,49,Vizag,17.77170087552476,83.17947062650347,2775,229830,SAVINGS,FULL_KYC,0,-1,DEV_A70B293E,+910755998575,ibalakrishnan@example.com,RYKJT7540B,2019-02-25
IB3667292043,Aniruddh Chokshi,60,Lucknow,26.942021755486863,80.86984671495496,3489,113940,SAVINGS,FULL_KYC,0,-1,DEV_AD7A62EC,+912463253831,trishahayre@example.org,SXFAL2487T,2021-09-07
IB3836517266,Himmat Luthra,31,Hyderabad,17.32797303553494,78.50039844911555,1006,6402,CURRENT,FULL_KYC,0,-1,DEV_15FD5B31,03746227842,maninitya@example.net,PUEHN4095L,2024-10-07
IB7313226025,Sahil Vaidya,23,Ahmedabad,22.966295246911205,72.6113911659758,3244,455681,CURRENT,FULL_KYC,0,-1,DEV_7C79133F,1061202999,kiara67@example.net,HCWLC0741X,2016-04-08
IB3952295757,Vidur Basu,37,Mumbai,19.127565605329348,72.89501160143286,3073,426478,SAVINGS,FULL_KYC,0,-1,DEV_0A353F5F,+913279907188,indrans61@example.org,IFZFJ0612S,2021-11-14
IB1610900200,Trisha Dani,24,Pune,18.453184557844146,73.81152236252284,3432,437139,SAVINGS,FULL_KYC,0,-1,DEV_F3286745,0213733287,adahanand@example.com,XAORA1194Y,2024-02-13
IB5829062179,Aayush Garg,65,Ahmedabad,22.980818238108952,72.55050170383255,1480,267391,CURRENT,FULL_KYC,0,-1,DEV_A922BA8E,+912832408781,mandalkartik@example.org,HISME8046U,2020-06-22
IB9935429720,Krish Doshi,23,Ahmedabad,23.09788457785849,72.61690678465712,2837,136264,SAVINGS,FULL_KYC,0,-1,DEV_92003960,5553507621,veersem@example.org,LNZIJ6403T,2022-11-07
IB8822944679,Stuvan Dass,57,Mumbai,18.978046334628925,72.92125376608251,2292,277086,CURRENT,FULL_KYC,0,-1,DEV_72444905,+917402823133,romil55@example.net,RYHZT4649C,2017-06-17
IB2194673401,Amani Badami,58,Chandigarh,30.7171769974154,76.83284898890811,738,251420,SAVINGS,FULL_KYC,0,-1,DEV_41370230,+918288436140,onkarchawla@example.net,ZLBXI7968Y,2023-04-02
IB6726515966,Parinaaz Balan,63,Pune,18.44091997691651,73.78216497053177,2051,368684,CURRENT,FULL_KYC,0,-1,DEV_2474F752,8875423624,ugole@example.com,VVDLY3106G,2021-07-25
IB5452580287,Zeeshan Karnik,26,Hyderabad,17.34290343143403,78.4546547572552,3529,216904,SAVINGS,FULL_KYC,0,-1,DEV_0CEBED79,+914536236678,rmane@example.net,JAEDA6302W,2019-01-14
IB7279140605,Tarini Sharma,24,Kochi,9.867516508278905,76.23235587183034,3463,266353,CURRENT,FULL_KYC,0,-1,DEV_A5F6F931,7004139886,ulalla@example.net,IKKLA3025D,2016-12-11
IB1221670908,Mannat Chakraborty,38,Vizag,17.699843927817067,83.3055345521689,2159,466817,CURRENT,FULL_KYC,0,-1,DEV_F459ADC0,03595384182,riaanvyas@example.org,JFQDW2361E,2022-11-23
IB4433026356,Zaina Agrawal,66,Mumbai,19.001675632761046,72.88016780140053,2627,218904,SAVINGS,FULL_KYC,0,-1,DEV_DB0555BD,9059168839,ndin@example.com,TOIUF1889B,2023-06-29
IB4921003983,Myra Johal,50,Bangalore,13.059412148471871,77.61954193775675,995,266292,SAVINGS,FULL_KYC,0,-1,DEV_BC6C8B24,01143006685,stuvandhingra@example.net,UKSHZ9219S,2024-06-26
IB8324687182,Kavya Som,47,Jaipur,26.97694478911534,75.87604892652068,1363,244487,SAVINGS,FULL_KYC,0,-1,DEV_F2B5D666,+910419753560,arhaan91@example.com,OINFR4929C,2017-08-20
IB5594799319,Hrishita Badal,70,Pune,18.578001236400624,73.83298848471027,3591,271200,SAVINGS,FULL_KYC,0,-1,DEV_41F4C437,00871697812,rasha11@example.org,SIDUD9639E,2017-06-30
IB5305985001,Mehul Ravi,67,Bhopal,23.219711169954355,77.42738754448283,3068,261712,SAVINGS,FULL_KYC,0,-1,DEV_E3F07BE1,05961962101,jrama@example.net,ACDYC7827Q,2023-12-04
IB7608153267,Jivin Iyer,43,Ahmedabad,22.98648799114215,72.622574535524,1910,243731,SAVINGS,FULL_KYC,0,-1,DEV_169FC01F,03220193970,zbajaj@example.com,GKXNM0857E,2017-11-29
IB3995732958,Hazel Bhardwaj,57,Bhopal,23.23659416978592,77.48120259519747,2047,27883,SAVINGS,FULL_KYC,0,-1,DEV_6C58F78F,3416283247,regejivika@example.org,QSPZL8487Z,2016-07-17
IB6932342612,Nitya Keer,63,Coimbatore,11.058478732139987,76.99040380028012,988,264694,SAVINGS,FULL_KYC,0,-1,DEV_A846B48B,7417651974,hzacharia@example.com,PCHTM2683J,2020-04-05
IB7829772942,Jhanvi Sridhar,27,Delhi,28.774838074810862,77.08806124195414,2519,482333,CURRENT,FULL_KYC,0,-1,DEV_C1D0F88F,8273678475,nishithbanik@example.org,IQNAJ1104Y,2023-08-29
IB4102872611,Veer Wable,47,Chennai,13.154186594269843,80.36399135880822,671,251148,SAVINGS,FULL_KYC,0,-1,DEV_5E0C6A7F,08729565240,ranbirkala@example.com,HVUHN0922K,2017-03-20
IB7586857685,Nitara Mannan,41,Kolkata,22.5953598358016,88.43748773658186,2363,462379,SAVINGS,FULL_KYC,0,-1,DEV_F4E3A0AF,5589226577,manikyatalwar@example.net,SFFHL9705F,2018-07-12
IB1293864877,Aarna Reddy,61,Lucknow,26.886879914881185,80.90747580080841,1296,396520,SAVINGS,FULL_KYC,0,-1,DEV_87390DB8,1814427210,mandbhavin@example.net,WAEAW1462R,2020-02-02
IB5201928545,Hridaan Varty,69,Pune,18.54674956575616,73.92451584652142,2182,92223,SAVINGS,FULL_KYC,0,-1,DEV_3C9329CE,+917592780602,adiratripathi@example.org,MNMII0375O,2018-09-30
IB1124327519,Veer Srinivasan,41,Chandigarh,30.78922869303244,76.72867355519304,1900,230803,SAVINGS,FULL_KYC,0,-1,DEV_1A6CB514,04292210768,mishakade@example.org,NUJPE4313R,2023-06-03
IB7576309274,Hiran Sandhu,57,Bangalore,13.006360074270546,77.52601137723026,1082,46402,CURRENT,FULL_KYC,0,-1,DEV_7564456C,+916489531864,nirvaan27@example.org,SRXBI8274U,2019-11-12
IB3934040683,Ehsaan Aurora,52,Lucknow,26.932565803204714,80.8786235440257,2253,339445,SAVINGS,FULL_KYC,0,-1,DEV_D7589EC7,+912318535694,zkara@example.org,XENYN8791M,2018-02-23
IB8750840032,Shlok Divan,39,Ahmedabad,23.055522177139814,72.50159512441435,2174,186175,SAVINGS,FULL_KYC,0,-1,DEV_39803219,8465542131,shalv56@example.com,PKGJT5888H,2019-07-28
IB9426850694,Jiya Rajan,65,Kochi,9.88001964488154,76.32906078502853,1180,206690,CURRENT,FULL_KYC,0,-1,DEV_7FA12A5B,09157974890,ishita23@example.com,WBRLP4936K,2019-12-20
IB6313758032,Indrajit Bedi,57,Mumbai,19.04179183151545,72.82917447804316,3229,159785,SAVINGS,FULL_KYC,0,-1,DEV_16471A84,+918393113358,samarth75@example.net,DVXSL1762S,2016-07-16
